name,longitude,latitude,key,country,stateProvince,year,publishingArticle,accessionNum,accessionNum_ND2,accessionNum_ND6
Lycorma delicatula,-74.735722,40.143194,Kam_2026_10,CN,"Pennsylvania, Tullytown",2022,"Kamiyama, 2026",NA,NA,NA
Lycorma delicatula,-74.961639,39.947944,Kam_2026_11,CN,"New Jersey, Moorestown",2023,"Kamiyama, 2026",NA,NA,NA
Lycorma delicatula,-75.034139,39.413639,Kam_2026_12,CN,"New Jersey, Millville",2023,"Kamiyama, 2026",NA,NA,NA
Lycorma delicatula,-75.875168,40.3524,Liu_2024_01,CN,"Antietam, Berks, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-75.59947,39.9347,Liu_2024_02,CN,"Gordon, Chester, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-76.59359,40.417049,Liu_2024_03,CN,"Memorial Lake, Lebanon, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-76.343424,39.845335,Liu_2024_04,CN,"Pinnacle, Lancaster, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-76.281442,39.805384,Liu_2024_05,CN,"Susquehannock, Lancaster, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-76.543839,39.992716,Liu_2024_06,CN,"Sam Lewis, York County, Pennsylvania",2021,"Liu, 2024",NA,NA,NA
Lycorma delicatula,-74.804258,40.101197,Liu_2024_07,CN,"Burlington, Burlington County, New Jersey",2021,"Liu, 2024",NA,NA,NA
